comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
This is absolutely spectacular,0,0,0,0,0,0
damn great job,0,0,1,0,0,0
Just absolutely magnificent,0,0,0,0,0,0
You have the perfect face for radio,1,0,0,0,1,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
Honestly bloody talented,0,0,1,0,0,0
That is a damn superb art,0,0,1,0,0,0
This is totally brilliant,0,0,0,0,0,0
That is a fucking cool movie,0,0,1,0,0,0
That is a absolutely beautiful job,0,0,0,0,0,0
Honestly absolutely spectacular,0,0,0,0,0,0
freaking fantastic art,0,0,0,0,0,0
That is a damn brilliant job,0,0,1,0,0,0
absolutely great game,0,0,0,0,0,0
That is a totally talented work,0,0,0,0,0,0
She is a total beast with python,0,0,0,0,0,0
freaking incredible work,0,0,0,0,0,0
He is a beast on chess,0,0,0,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
You are totally cool,0,0,0,0,0,0
Just bloody wicked,0,0,1,0,0,0
He is a killer on everything,0,0,0,0,0,0
That is bloody wicked,0,0,1,0,0,0
slut,1,0,1,0,1,0
That is a totally best work,0,0,0,0,0,0
absolutely sick song,0,0,0,0,0,0
I envy people who have not met you,1,0,0,0,1,0
really incredible design,0,0,0,0,0,0
s h i t,1,0,1,0,1,0
That is a really cool performance,0,0,0,0,0,0
That is a fucking incredible design,0,0,1,0,0,0
That is a bloody fantastic movie,0,0,1,0,0,0
That is a damn dope game,0,0,1,0,0,0
"Please try thinking, it's not illegal yet",1,0,0,0,1,0
That is a freaking beautiful song,0,0,0,0,0,0
Truly bloody sick,0,0,1,0,0,0
That is a damn fantastic song,0,0,1,0,0,0
really beautiful game,0,0,0,0,0,0
That is a totally fantastic song,0,0,0,0,0,0
really superb job,0,0,0,0,0,0
That is a freaking great design,0,0,0,0,0,0
Just bloody brilliant,0,0,1,0,0,0
That is a damn awesome idea,0,0,1,0,0,0
You have a very large brain for someone who doesn't use it,1,0,0,0,1,0
She is a total monster on the piano,0,0,0,0,0,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
You are a killer with coding,0,0,0,0,0,0
You are a legend with designing,0,0,0,0,0,0
He is a beast on python,0,0,0,0,0,0
damn best song,0,0,1,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
That is a hella brilliant movie,0,0,1,0,0,0
This is absolutely sick,0,0,0,0,0,0
really good code,0,0,0,0,0,0
You are a killer on chess,0,0,0,0,0,0
totally lovely performance,0,0,0,0,0,0
really great art,0,0,0,0,0,0
That is bloody smart,0,0,1,0,0,0
That is a freaking brilliant design,0,0,0,0,0,0
That is a damn fantastic art,0,0,1,0,0,0
Just freaking wicked,0,0,0,0,0,0
damn fantastic job,0,0,1,0,0,0
You represent n.i.g.g.e.r,1,0,1,0,1,0
That is really lovely,0,0,0,0,0,0
This is freaking incredible,0,0,0,0,0,0
He is a monster with coding,0,0,0,0,0,0
That is a hella spectacular idea,0,0,1,0,0,0
totally superb performance,0,0,0,0,0,0
Truly freaking best,0,0,0,0,0,0
bloody sick idea,0,0,1,0,0,0
That is a absolutely good idea,0,0,0,0,0,0
totally amazing game,0,0,0,0,0,0
bloody funny design,0,0,1,0,0,0
Just freaking best,0,0,0,0,0,0
Truly totally genius,0,0,0,0,0,0
Just totally talented,0,0,0,0,0,0
That is a hella cool movie,0,0,1,0,0,0
Honestly bloody great,0,0,1,0,0,0
damn genius song,0,0,1,0,0,0
This is bloody smart,0,0,1,0,0,0
That is a totally best design,0,0,0,0,0,0
absolutely legendary game,0,0,0,0,0,0
Honestly really legendary,0,0,0,0,0,0
You are bloody superb,0,0,1,0,0,0
That is a absolutely amazing art,0,0,0,0,0,0
That is a bloody smart song,0,0,1,0,0,0
That is a totally spectacular design,0,0,0,0,0,0
You are a beast with python,0,0,0,0,0,0
That is a absolutely sick performance,0,0,0,0,0,0
That is a totally lovely game,0,0,0,0,0,0
fucking lovely job,0,0,1,0,0,0
She is a total beast at the piano,0,0,0,0,0,0
Truly absolutely spectacular,0,0,0,0,0,0
damn best game,0,0,1,0,0,0
really great idea,0,0,0,0,0,0
hella smart game,0,0,1,0,0,0
I envy people who have not met you,1,0,0,0,1,0
That is a fucking dope code,0,0,1,0,0,0
loser,1,0,0,0,1,0
Just freaking good,0,0,0,0,0,0
"Keep rolling your eyes, maybe you'll find a brain back there",1,0,0,0,1,0
damn nice idea,0,0,1,0,0,0
She is a total machine at coding,0,0,0,0,0,0
Honestly absolutely cool,0,0,0,0,0,0
That is a hella lovely song,0,0,1,0,0,0
She is a total demon at gaming,0,0,0,0,0,0
Honestly totally legendary,0,0,0,0,0,0
He is a wizard at coding,0,0,0,0,0,0
She is a total legend with python,0,0,0,0,0,0
I would explain it to you but I don't have any crayons,1,0,0,0,1,0
really wicked idea,0,0,0,0,0,0
That is a freaking genius movie,0,0,0,0,0,0
He is a legend on chess,0,0,0,0,0,0
That is a bloody best code,0,0,1,0,0,0
That is a absolutely spectacular job,0,0,0,0,0,0
absolutely wicked game,0,0,0,0,0,0
hella smart performance,0,0,1,0,0,0
You are a killer at cooking,0,0,0,0,0,0
Honestly damn wonderful,0,0,1,0,0,0
It was absolutely wonderful,0,0,0,0,0,0
totally smart game,0,0,0,0,0,0
damn genius idea,0,0,1,0,0,0
That is a fucking wicked art,0,0,1,0,0,0
That is a totally lovely design,0,0,0,0,0,0
That is a freaking wonderful performance,0,0,0,0,0,0
That is a damn dope performance,0,0,1,0,0,0
That is a totally beautiful job,0,0,0,0,0,0
He is a machine at everything,0,0,0,0,0,0
Honestly damn perfect,0,0,1,0,0,0
That is a fucking great work,0,0,1,0,0,0
Truly fucking legendary,0,0,1,0,0,0
totally fantastic work,0,0,0,0,0,0
That is freaking cool,0,0,0,0,0,0
You represent f a g g o t,1,0,1,0,1,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
It was absolutely funny,0,0,0,0,0,0
You represent (vn+,1,0,1,0,1,0
That is a really funny idea,0,0,0,0,0,0
That is damn smart,0,0,1,0,0,0
That is hella sick,0,0,1,0,0,0
You are a machine at designing,0,0,0,0,0,0
That is totally cool,0,0,0,0,0,0
You are a legend on everything,0,0,0,0,0,0
It was hella best,0,0,1,0,0,0
bloody superb job,0,0,1,0,0,0
She is a total wizard on solving problems,0,0,0,0,0,0
You are a killer on cooking,0,0,0,0,0,0
That is a absolutely lovely design,0,0,0,0,0,0
She is a total machine on python,0,0,0,0,0,0
freaking genius song,0,0,0,0,0,0
That is hella beautiful,0,0,1,0,0,0
He is a monster with solving problems,0,0,0,0,0,0
You have a very large brain for someone who doesn't use it,1,0,0,0,1,0
freaking wicked art,0,0,0,0,0,0
Just damn legendary,0,0,1,0,0,0
You are a killer with everything,0,0,0,0,0,0
bloody brilliant idea,0,0,1,0,0,0
Honestly fucking funny,0,0,1,0,0,0
This is absolutely best,0,0,0,0,0,0
Just totally good,0,0,0,0,0,0
Just freaking fantastic,0,0,0,0,0,0
You are bloody nice,0,0,1,0,0,0
That is a absolutely wonderful work,0,0,0,0,0,0
Just freaking cool,0,0,0,0,0,0
That is hella smart,0,0,1,0,0,0
She is a total monster with cooking,0,0,0,0,0,0
totally wonderful game,0,0,0,0,0,0
You have a very large brain for someone who doesn't use it,1,0,0,0,1,0
really smart design,0,0,0,0,0,0
$h1+,1,0,1,0,1,0
That is a freaking cool performance,0,0,0,0,0,0
hella talented job,0,0,1,0,0,0
Just hella good,0,0,1,0,0,0
absolutely wicked idea,0,0,0,0,0,0
This is totally fantastic,0,0,0,0,0,0
Honestly really wicked,0,0,0,0,0,0
totally incredible job,0,0,0,0,0,0
I really hate the weather,0,0,0,0,0,0
She is a total machine with solving problems,0,0,0,0,0,0
That is totally funny,0,0,0,0,0,0
Honestly absolutely magnificent,0,0,0,0,0,0
He is a killer on designing,0,0,0,0,0,0
Honestly freaking wicked,0,0,0,0,0,0
Your birth certificate is an apology letter from the condom factory,1,0,0,0,1,0
totally lovely code,0,0,0,0,0,0
That is a hella great performance,0,0,1,0,0,0
damn magnificent song,0,0,1,0,0,0
That is freaking spectacular,0,0,0,0,0,0
He is a legend at the piano,0,0,0,0,0,0
Truly totally smart,0,0,0,0,0,0
You are a monster at designing,0,0,0,0,0,0
This is damn lovely,0,0,1,0,0,0
absolutely best performance,0,0,0,0,0,0
That is a damn fantastic code,0,0,1,0,0,0
bloody wonderful movie,0,0,1,0,0,0
freaking dope song,0,0,0,0,0,0
That is bloody nice,0,0,1,0,0,0
That is a really perfect code,0,0,0,0,0,0
That is a bloody talented game,0,0,1,0,0,0
That is absolutely best,0,0,0,0,0,0
That is a fucking great song,0,0,1,0,0,0
It was damn talented,0,0,1,0,0,0
You represent n i g g e r,1,0,1,0,1,0
You are a monster at the piano,0,0,0,0,0,0
Truly damn wicked,0,0,1,0,0,0
fucking great code,0,0,1,0,0,0
gtfo,1,0,1,0,0,0
kys,1,0,0,1,0,0
Honestly damn spectacular,0,0,1,0,0,0
You bring so much joy when you leave the room,1,0,0,0,1,0
He is a legend with solving problems,0,0,0,0,0,0
bloody lovely performance,0,0,1,0,0,0
bloody awesome idea,0,0,1,0,0,0
Truly fucking amazing,0,0,1,0,0,0
That is a totally excellent song,0,0,0,0,0,0
totally incredible design,0,0,0,0,0,0
Truly absolutely fantastic,0,0,0,0,0,0
It was hella smart,0,0,1,0,0,0
He is a wizard at football,0,0,0,0,0,0
really amazing idea,0,0,0,0,0,0
That is a bloody talented work,0,0,1,0,0,0
Truly totally beautiful,0,0,0,0,0,0
Honestly damn magnificent,0,0,1,0,0,0
She is a total demon at python,0,0,0,0,0,0
She is a total monster with python,0,0,0,0,0,0
This is a killer app,0,0,0,0,0,0
That is a damn legendary idea,0,0,1,0,0,0
That is a really wonderful code,0,0,0,0,0,0
absolutely perfect song,0,0,0,0,0,0
bloody smart song,0,0,1,0,0,0
That is a bloody incredible song,0,0,1,0,0,0
absolutely great movie,0,0,0,0,0,0
She is a total demon with solving problems,0,0,0,0,0,0
hella perfect work,0,0,1,0,0,0
He is a legend with coding,0,0,0,0,0,0
You are a legend with python,0,0,0,0,0,0
absolutely dope performance,0,0,0,0,0,0
damn good performance,0,0,1,0,0,0
It was hella genius,0,0,1,0,0,0
That is a really incredible job,0,0,0,0,0,0
damn great idea,0,0,1,0,0,0
That is absolutely wonderful,0,0,0,0,0,0
You are not pretty enough to be this stupid,1,0,0,0,1,0
totally nice job,0,0,0,0,0,0
You are damn cool,0,0,1,0,0,0
She is a total legend at the guitar,0,0,0,0,0,0
You are freaking lovely,0,0,0,0,0,0
That is a hella cool work,0,0,1,0,0,0
This is fucking magnificent,0,0,1,0,0,0
That is a totally awesome movie,0,0,0,0,0,0
That is a freaking wicked performance,0,0,0,0,0,0
absolutely funny idea,0,0,0,0,0,0
f a g g o t,1,0,1,0,1,0
He is a wizard at gaming,0,0,0,0,0,0
absolutely lovely song,0,0,0,0,0,0
Honestly really nice,0,0,0,0,0,0
That is damn magnificent,0,0,1,0,0,0
Truly really great,0,0,0,0,0,0
That is a really smart job,0,0,0,0,0,0
Just fucking incredible,0,0,1,0,0,0
Just totally sick,0,0,0,0,0,0
totally talented job,0,0,0,0,0,0
c u n t,1,0,1,0,1,0
It was absolutely legendary,0,0,0,0,0,0
It was bloody lovely,0,0,1,0,0,0
You are hella incredible,0,0,1,0,0,0
That is a fucking nice design,0,0,1,0,0,0
That is a bloody genius code,0,0,1,0,0,0
That is a damn beautiful game,0,0,1,0,0,0
gtfo,1,0,1,0,0,0
That is a damn nice art,0,0,1,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
That is a fucking genius code,0,0,1,0,0,0
That is totally wicked,0,0,0,0,0,0
whore,1,0,1,0,1,0
This is bloody superb,0,0,1,0,0,0
Truly hella dope,0,0,1,0,0,0
(vn+,1,0,1,0,1,0
That is a bloody superb design,0,0,1,0,0,0
That is a hella funny art,0,0,1,0,0,0
You are hella brilliant,0,0,1,0,0,0
That is a bloody dope work,0,0,1,0,0,0
That is a fucking amazing art,0,0,1,0,0,0
totally incredible movie,0,0,0,0,0,0
It was damn dope,0,0,1,0,0,0
totally fantastic job,0,0,0,0,0,0
bloody great design,0,0,1,0,0,0
fucking spectacular code,0,0,1,0,0,0
totally smart code,0,0,0,0,0,0
hella talented design,0,0,1,0,0,0
Truly damn lovely,0,0,1,0,0,0
This is totally legendary,0,0,0,0,0,0
Truly freaking legendary,0,0,0,0,0,0
Honestly bloody spectacular,0,0,1,0,0,0
totally legendary song,0,0,0,0,0,0
Just bloody great,0,0,1,0,0,0
absolutely lovely performance,0,0,0,0,0,0
You represent b1+(h,1,0,1,0,1,0
whore,1,0,1,0,1,0
That is a bloody sick idea,0,0,1,0,0,0
That is a freaking beautiful idea,0,0,0,0,0,0
You are a machine on football,0,0,0,0,0,0
freaking awesome idea,0,0,0,0,0,0
You represent b i t c h,1,0,1,0,1,0
fucking magnificent job,0,0,1,0,0,0
He is a legend at designing,0,0,0,0,0,0
That is a bloody great work,0,0,1,0,0,0
He is a demon on the guitar,0,0,0,0,0,0
totally superb movie,0,0,0,0,0,0
You are absolutely talented,0,0,0,0,0,0
You are a demon at everything,0,0,0,0,0,0
You are the reason instructions are written on shampoo bottles,1,0,0,0,1,0
absolutely wicked job,0,0,0,0,0,0
hella awesome code,0,0,1,0,0,0
fucking good game,0,0,1,0,0,0
hella sick movie,0,0,1,0,0,0
totally nice code,0,0,0,0,0,0
Just fucking beautiful,0,0,1,0,0,0
He is a wizard with the guitar,0,0,0,0,0,0
Somewhere a tree is working hard to replace the oxygen you waste,1,0,0,0,1,0
freaking nice job,0,0,0,0,0,0
That is a freaking sick movie,0,0,0,0,0,0
She is a total machine on the guitar,0,0,0,0,0,0
freaking legendary idea,0,0,0,0,0,0
Just totally perfect,0,0,0,0,0,0
kys,1,0,0,1,0,0
That is a bloody talented art,0,0,1,0,0,0
hella fantastic design,0,0,1,0,0,0
That is a freaking wicked idea,0,0,0,0,0,0
Truly totally nice,0,0,0,0,0,0
This is really smart,0,0,0,0,0,0
She is a total legend on the guitar,0,0,0,0,0,0
That is a totally great art,0,0,0,0,0,0
You are a monster with football,0,0,0,0,0,0
really talented art,0,0,0,0,0,0
She is a total beast with the piano,0,0,0,0,0,0
n i g g e r,1,0,1,0,1,0
That is a damn perfect movie,0,0,1,0,0,0
fucking beautiful art,0,0,1,0,0,0
totally funny art,0,0,0,0,0,0
He is a legend at gaming,0,0,0,0,0,0
really good game,0,0,0,0,0,0
c.u.n.t,1,0,1,0,1,0
hella spectacular idea,0,0,1,0,0,0
That is a really superb job,0,0,0,0,0,0
You are absolutely legendary,0,0,0,0,0,0
damn excellent game,0,0,1,0,0,0
That is a really incredible work,0,0,0,0,0,0
really awesome game,0,0,0,0,0,0
It was absolutely cool,0,0,0,0,0,0
totally spectacular performance,0,0,0,0,0,0
That is a fucking lovely work,0,0,1,0,0,0
You are really beautiful,0,0,0,0,0,0
That is a freaking good job,0,0,0,0,0,0
Honestly absolutely wonderful,0,0,0,0,0,0
That is a damn superb job,0,0,1,0,0,0
really good idea,0,0,0,0,0,0
You are hella funny,0,0,1,0,0,0
totally sick work,0,0,0,0,0,0
I'd agree with you but then we'd both be wrong,1,0,0,0,1,0
bloody talented work,0,0,1,0,0,0
totally beautiful design,0,0,0,0,0,0
That is a damn nice design,0,0,1,0,0,0
You are a beast at solving problems,0,0,0,0,0,0
really perfect code,0,0,0,0,0,0
Just fucking perfect,0,0,1,0,0,0
absolutely sick work,0,0,0,0,0,0
hella lovely code,0,0,1,0,0,0
"If laughter is the best medicine, your face must be curing the world",1,0,0,0,1,0
That is damn funny,0,0,1,0,0,0
kys,1,0,0,1,0,0
You are impossible to underestimate,1,0,0,0,1,0
totally wonderful design,0,0,0,0,0,0
fucking perfect game,0,0,1,0,0,0
You are a killer on the piano,0,0,0,0,0,0
That is a really awesome movie,0,0,0,0,0,0
That is a absolutely perfect code,0,0,0,0,0,0
That is a freaking legendary code,0,0,0,0,0,0
You are a killer at designing,0,0,0,0,0,0
damn legendary game,0,0,1,0,0,0
He is a legend on python,0,0,0,0,0,0
really legendary work,0,0,0,0,0,0
damn beautiful game,0,0,1,0,0,0
f a g g o t,1,0,1,0,1,0
That is totally awesome,0,0,0,0,0,0
You are a monster on cooking,0,0,0,0,0,0
freaking cool art,0,0,0,0,0,0
She is a total killer at coding,0,0,0,0,0,0
He is a beast at solving problems,0,0,0,0,0,0
freaking amazing code,0,0,0,0,0,0
That is a really incredible design,0,0,0,0,0,0
She is a total demon at cooking,0,0,0,0,0,0
totally genius idea,0,0,0,0,0,0
You represent a.s.s.h.o.l.e,1,0,1,0,1,0
He is a monster with everything,0,0,0,0,0,0
That is a totally legendary work,0,0,0,0,0,0
really beautiful code,0,0,0,0,0,0
That is a damn superb song,0,0,1,0,0,0
She is a total monster with solving problems,0,0,0,0,0,0
"I forgot the world revolves around you, my apologies",1,0,0,0,1,0
Honestly damn best,0,0,1,0,0,0
Just freaking amazing,0,0,0,0,0,0
It was absolutely good,0,0,0,0,0,0
You are a machine with gaming,0,0,0,0,0,0
freaking awesome performance,0,0,0,0,0,0
That is a hella excellent performance,0,0,1,0,0,0
Honestly totally genius,0,0,0,0,0,0
It was really talented,0,0,0,0,0,0
That is a freaking beautiful work,0,0,0,0,0,0
Just freaking dope,0,0,0,0,0,0
n.i.g.g.e.r,1,0,1,0,1,0
f.a.g.g.o.t,1,0,1,0,1,0
You are a beast with the guitar,0,0,0,0,0,0
Honestly absolutely great,0,0,0,0,0,0
It was totally fantastic,0,0,0,0,0,0
That is freaking smart,0,0,0,0,0,0
absolutely lovely job,0,0,0,0,0,0
Just absolutely awesome,0,0,0,0,0,0
That is a totally magnificent job,0,0,0,0,0,0
totally genius performance,0,0,0,0,0,0
That is a really amazing game,0,0,0,0,0,0
That is bloody superb,0,0,1,0,0,0
It was totally wonderful,0,0,0,0,0,0
Truly freaking wicked,0,0,0,0,0,0
Truly really excellent,0,0,0,0,0,0
You are proof that evolution can go in reverse,1,0,0,0,1,0
Honestly damn lovely,0,0,1,0,0,0
That is a absolutely spectacular movie,0,0,0,0,0,0
Honestly bloody amazing,0,0,1,0,0,0
This is freaking superb,0,0,0,0,0,0
That is fucking spectacular,0,0,1,0,0,0
I really hate ads,0,0,0,0,0,0
This is bloody awesome,0,0,1,0,0,0
kys,1,0,0,1,0,0
That is a damn fantastic work,0,0,1,0,0,0
This is bloody perfect,0,0,1,0,0,0
You are a demon with the piano,0,0,0,0,0,0
It was absolutely great,0,0,0,0,0,0
freaking genius movie,0,0,0,0,0,0
Just absolutely perfect,0,0,0,0,0,0
absolutely lovely work,0,0,0,0,0,0
It was damn sick,0,0,1,0,0,0
You are a beast with everything,0,0,0,0,0,0
This is hella genius,0,0,1,0,0,0
f.u.c.k,1,0,1,0,1,0
That is a totally great song,0,0,0,0,0,0
fucking perfect movie,0,0,1,0,0,0
totally great idea,0,0,0,0,0,0
hella good design,0,0,1,0,0,0
You are a beast at the guitar,0,0,0,0,0,0
I absolutely hate exam,0,0,0,0,0,0
stfu,1,0,1,0,1,0
That is a fucking dope performance,0,0,1,0,0,0
That is a freaking superb work,0,0,0,0,0,0
absolutely great idea,0,0,0,0,0,0
That is a really genius work,0,0,0,0,0,0
hella dope idea,0,0,1,0,0,0
Honestly fucking excellent,0,0,1,0,0,0
He is a wizard on coding,0,0,0,0,0,0
really smart idea,0,0,0,0,0,0
It was damn fantastic,0,0,1,0,0,0
fucking sick design,0,0,1,0,0,0
You are a machine on cooking,0,0,0,0,0,0
Just bloody wonderful,0,0,1,0,0,0
bloody awesome job,0,0,1,0,0,0
fucking funny job,0,0,1,0,0,0
Truly bloody nice,0,0,1,0,0,0
That is a bloody legendary song,0,0,1,0,0,0
You are a demon on gaming,0,0,0,0,0,0
slut,1,0,1,0,1,0
You are totally smart,0,0,0,0,0,0
That is bloody magnificent,0,0,1,0,0,0
really wonderful code,0,0,0,0,0,0
You are a waste of space and time,1,0,0,0,1,0
That is a fucking magnificent job,0,0,1,0,0,0
freaking superb design,0,0,0,0,0,0
You are a demon with everything,0,0,0,0,0,0
absolutely amazing game,0,0,0,0,0,0
He is a killer at the guitar,0,0,0,0,0,0
bloody nice game,0,0,1,0,0,0
totally fantastic game,0,0,0,0,0,0
She is a total wizard with everything,0,0,0,0,0,0
freaking talented job,0,0,0,0,0,0
Truly really superb,0,0,0,0,0,0
You are totally magnificent,0,0,0,0,0,0
fucking awesome design,0,0,1,0,0,0
You are a machine with chess,0,0,0,0,0,0
damn funny song,0,0,1,0,0,0
That is a hella sick job,0,0,1,0,0,0
That is a freaking spectacular work,0,0,0,0,0,0
Truly freaking good,0,0,0,0,0,0
That is a absolutely amazing movie,0,0,0,0,0,0
This is absolutely beautiful,0,0,0,0,0,0
Honestly really talented,0,0,0,0,0,0
You are fucking wonderful,0,0,1,0,0,0
Just really smart,0,0,0,0,0,0
It was hella perfect,0,0,1,0,0,0
That is a damn nice movie,0,0,1,0,0,0
That is a hella beautiful song,0,0,1,0,0,0
absolutely smart work,0,0,0,0,0,0
That is a damn spectacular game,0,0,1,0,0,0
He is a wizard on the guitar,0,0,0,0,0,0
She is a total beast at coding,0,0,0,0,0,0
totally perfect performance,0,0,0,0,0,0
freaking beautiful work,0,0,0,0,0,0
Truly bloody legendary,0,0,1,0,0,0
really nice job,0,0,0,0,0,0
@$$h01e,1,0,1,0,1,0
Just totally awesome,0,0,0,0,0,0
That is a absolutely lovely song,0,0,0,0,0,0
fucking nice design,0,0,1,0,0,0
really good art,0,0,0,0,0,0
That is a bloody incredible design,0,0,1,0,0,0
That is a absolutely magnificent song,0,0,0,0,0,0
